objectid,f_id,id,content,co_oridinate1,co_oridinate2,pubtime,comment_,like_,transfer,tools
5022286,2089449425-M_FdA0maJc9,2089449425,20170719，下午，北京，一人份的撸串儿[并不简单] 不得不说北京和内蒙古在地图上看来挨得那么近～ 肉是大串的，比广州的寻串记好吃～烤馒头就稍逊色些。肉夹馍是肥瘦相间的腊汁肉夹膜（第二天又去单独买了一份[doge]） 当下一人份的幸福感满满溢出来啊 #撸串# #美食#   麦香人家(白纸坊西街)  ???,39.877861,116.35659,2017/7/22 17:41,9,7,0,iPhone
5022589,2089449425-M_FdA50eLZv,2089449425,20170719 略微赶时间去看降旗，于是只沿着主干道来回走了一遍，没有转进胡同里，没有坐趟北京老大爷的三轮车听一场老胡同的古。 主干道是各种商店的争相展示，有的商店会骗人（别问我为什么知道，心疼钱。“缺斤少两”是打马虎眼[二哈]） 马迭尔和宇文奶酪是味道特别香醇的回味。  北京·南锣鼓巷  ???,39.939796,116.403122,2017/7/22 17:52,5,0,0,iPhone
5023405,2089449425-M_FdAgX3kVj,2089449425,20170719 一眼望去全是白花花的手机屏幕 #降旗仪式#  天安门前里三层外三层的人人人，安安静静的降旗仪式[心]亮灯与喷泉  北京·天安门广场  ???,39.902409,116.391441,2017/7/22 18:21,3,2,0,iPhone
5028765,2089449425-M_FdBlFjxXR,2089449425,我是一个要去后海的人。哈哈哈  北京·什刹海酒吧街  ???,39.933964,116.39183,2017/7/22 21:06,0,1,0,iPhone
5037779,2089449425-M_FdDAWx8R1,2089449425,二哈][二哈][二哈]我发现被坑了。4点才开放安检呢！不过这会儿就开始排队等安检了。[允悲][允悲]我这一路坎坷的，看个升旗仪式。绕了一圈多的什刹海，前海，后海，走到智障，和老铁们三个小时的语音聊天耳朵都聋了。 #北京·什刹海酒吧街[地点]# #北京·天安门广场[地点]#   北京·天安门广场  ???,39.902409,116.391441,2017/7/23 2:49,17,10,0,iPhone
5038510,2089449425-M_FdF0yduW3,2089449425,20170723 我见过凌晨到清晨六点半的北京。灯光/日光亮得不像话。站在第一排观看，好不壮观。 身边杂音及长夜的困感袭来让人心生烦躁。 四点过安检，所有人往广场拼命奔跑的时候场里是活跃的（跑不动了我脱鞋跑） 5点整个广场站满人的时候（我也不知道多壮观～） 愿我们一起都好。  http://t.cn/Ry2UF0k  ???,39.989895,116.401016,2017/7/23 6:25,0,5,0,iPhone
5175893,2089449425-M_Fev89vKZj,2089449425,20170723  #恭王府#  四点半买票，冲进去恭王府[摊手]一路不好意思让一让直奔“福”字碑，尴尬了我的老脸福字碑在假山里面，玻璃框起来了。【排队进去右手快速摸一下，不准拍照】我… 买了整趟旅程唯一想买的纪念品，福币。 五点多人潮退去，轮到我安静地四处走走逛逛，拍拍照。[心]  北京·恭王府  ???,39.93594,116.386429,2017/7/28 19:06,0,2,0,iPhone
5177270,2089449425-M_Fevrddtqk,2089449425,20170723  #烟袋斜街#  从恭王府出来吃完北京炸酱面，走到与什刹海相接的烟袋斜街，商业街…几乎无多留恋地行走，唯一进去的店是这家中国邮政的店，明信片，纪念品。这是唯一一场我没有写明信片的旅行。其实之前有在南锣鼓巷买了几张，没写。对于一个明信片控而言简直不可思议。  北京·烟袋斜街  ???,39.93922,116.39447,2017/7/28 19:53,0,3,0,iPhone
5177782,2089449425-M_FevxwaN2C,2089449425,20170724  #故宫# #景山公园#   看到手握“龙珠”的龙了。拥挤的人潮。历史沉淀，走的人多了，路也坑洼了。 听着自动讲解里的介绍，走过历史的印记，有难过的故事也有小笑话。 不得不感叹这紫禁城之宏大。但几乎都只能看到紧闭的门，靠自己臆想。 景山公园视野之广，心旷神怡[心]  北京·故宫  ???,39.913162,116.397163,2017/7/28 20:09,1,3,0,iPhone
5318810,2089449425-M_Ffj0Q4A6d,2089449425,20170724 从故宫离开后发现一家护国寺小吃。由于店员有点点凶，而我那时又有点怂了，所以只点了几样不知道是什么的小吃 图一四色糕，豌豆桂花山楂绿豆？我最喜欢的还是豌豆糕啦。 图二杏仁豆腐？至今不知道就长这样还是店员拿错… 图三是作为一个南方人无法言语味道的豆汁儿[允悲]两口，不行我喝不下去 ???? 全文,39.932549,116.417366,2017/8/3 2:06,1,0,0,大贝壳的假iPhone
5318895,2089449425-M_Ffj9rsYgY,2089449425,20170725  中午整理完行李退房，和住我上铺的哈尔滨姑娘聊了两个多小时天。[心]因为住宿的隐私环境挺好以至于住了那么多天没见过彼此[偷笑]还有担心了几晚会不会吵到对方对方会不会来打我的忐忑心情～嘿早知道～ 前一天汇报行程的时候海峰叔叔说可以去逛逛八大胡同～我就打算去啦。[并不简单] 小蓝车 ???? 全文,39.869511,116.2808,2017/8/3 2:27,5,1,0,大贝壳的假iPhone
9614000,2089475291-M_FAFnO9UGa,2089475291,生活不易，且行且珍惜。[拜拜]  北京  ???,39.885899,116.374062,2017/12/21 13:39,0,3,0,
9845601,2089475291-M_FBtVL3xOR,2089475291,骄傲，是断了引线的风筝，稍纵即逝；自卑，是剪了双翼的飞鸟，难上青天。这两者都是成才的大忌。  北京·广安门内大街  ???,39.88876,116.361412,2017/12/26 22:20,0,1,0,
9940493,2089475291-M_FBSGbB79f,2089475291,#极光之恋#  第一次获得主创的签名照，开心到起飞，我想知道会不会被翻牌[并不简单] @演员马可   @关晓彤   北京  ???,39.89439,116.375099,2017/12/29 13:20,0,18,0,
10040381,2089475291-M_FCdlqbAW4,2089475291,故宫印象  北京·故宫  ???,39.915642,116.396973,2017/12/31 17:57,0,5,0,
10040578,2089475291-M_FCdnp71za,2089475291,并不简单][并不简单][并不简单]  北京·奥林匹克公园中心区  ???,39.995628,116.389961,2017/12/31 18:02,0,3,0,
10040706,2089475291-M_FCdoGzYln,2089475291,分享图片  北京·天安门广场  ???,39.906021,116.397659,2017/12/31 18:05,1,3,0,
2568242,2089566641-M_EFmVYi9Ue,2089566641,心]  北京  ???,39.91853,116.39761,2017/4/20 13:08,0,0,0,OPPO R9s
2578635,2089566641-M_EFpVwFLLs,2089566641,陌生的城市，出个门都要导航，好没安全感[月亮]  北京·华英园9号院  ???,39.81388704,116.2854094,2017/4/20 20:45,0,0,0,OPPO R9s
2634716,2089566641-M_EFIuo11VW,2089566641,怎么感觉这么孤单……  北京·富锦嘉园(二区)  ???,39.81610754,116.2809102,2017/4/22 20:01,1,1,0,OPPO R9s
2762673,2089566641-M_F0tMNokaY,2089566641,哪里都一样排外……  北京·丰台科技园  ???,39.82207,116.28033,2017/4/27 13:57,0,0,0,OPPO R9s
2812482,2089566641-M_F0MhueejZ,2089566641,这是一个我不熟悉，也还没适应的城市……  北京·大成郡  ???,39.896639,116.278258,2017/4/29 13:02,0,0,0,OPPO R9s
2852170,2089566641-M_F0Yv4qdj4,2089566641,想念这种天气了  北京·富锦嘉园(二区)  ???,39.81610754,116.2809102,2017/4/30 20:08,0,0,0,OPPO R9s
2885105,2089566641-M_F18nwl8sy,2089566641,明天准备去爬长城了[花痴]，早点睡，晚安[月亮]  北京·富锦嘉园(二区)  ???,39.81610754,116.2809102,2017/5/1 21:17,0,0,0,OPPO R9s
2900812,2089566641-M_F1eOb5BTy,2089566641,北京·万里长城·八达岭 [星星][星星][星星]， #春游季#  恐高的人想爬长城怎么办？[晕]  北京·万里长城·八达岭  ???,40.35603271,116.0138696,2017/5/2 13:39,0,0,0,OPPO R9s
2903504,2089566641-M_F1fLccGxC,2089566641,艾玛，遇见这样的工作人员我也是醉了[笑cry]  北京·八达岭火车站  ???,40.36022822,116.0013809,2017/5/2 16:05,0,0,0,OPPO R9s
5557309,2089681971-M_FgFxOwRG6,2089681971,到北京第一个晚上，大雨倾盆  北京·后海酒吧美食街  ???,39.939388,116.393112,2017/8/12 1:18,0,0,0,iPhone 6s Plus
5561153,2089681971-M_FgINZmX0i,2089681971,早上的北京，大雨倾盆，来个驴肉火烧[思考]  北京·后海酒吧美食街  ???,39.939388,116.393112,2017/8/12 9:36,0,0,0,iPhone 6s Plus
5568605,2089681971-M_FgKZVkj6A,2089681971,一座恭王府，半部清代史  ?  北京·恭王府  ???,39.93594,116.386429,2017/8/12 15:11,0,0,0,iPhone 6s Plus
5576753,2089681971-M_FgN7Y1XoN,2089681971,家庭旅行[飞机]?  北京市恭王府(同成街)  ???,40.071835,116.353424,2017/8/12 20:36,2,0,0,iPhone 6s Plus
5592015,2089681971-M_FgTvhADtO,2089681971,大董烤鸭  北京  ???,39.932819,116.431671,2017/8/13 12:50,2,0,0,iPhone 6s Plus
567027,2090110343-M_EsVxgkP9p,2090110343,又来北京啦[嘻嘻]  北京·王府井  ???,39.917789,116.409988,2017/1/28 17:20,0,0,0,iPhone 6s Plus
571247,2090110343-M_EsXM6ig1p,2090110343,要听着我爸的呼噜声睡了[白眼]  北京·北京天伦王朝酒店  ???,39.918171,116.411636,2017/1/28 23:02,3,2,0,iPhone 6s Plus
575123,2090110343-M_Et39FeviN,2090110343,故宫一小时游?午饭  北京·故宫  ???,39.91927,116.403618,2017/1/29 12:43,0,1,0,iPhone 6s Plus
5226578,2090367577-M_FeMkVbXJ2,2090367577,西餐厅  北京·圆明园遗址(东一门)  ???,40.01197661,116.3117597,2017/7/30 14:54,0,0,0,三星android智能手机
5230758,2090367577-M_FeNuuCmqF,2090367577,激动激动  北京·华熙LIVE·Hi-Up  ???,39.910732,116.278142,2017/7/30 17:51,0,1,0,三星android智能手机
5240681,2090367577-M_FePwheysq,2090367577,三年前我和嘟嘟就坐在那么高的看台，我没有什么很伟大的理想，那时只想带着单反坐到内场看大同，今天圆梦了。大同对我们说，距离北京那场太久了，感谢你们的到来，我对大同喊了一句，大同感谢你！大同听见了，说不用谢！好激动呢！当然要感谢大同，从高中一直陪我到现在，今天唱的每首歌我都好喜欢呢， ???? 全文,39.91342012,116.1905031,2017/7/30 23:01,2,4,0,三星android智能手机
7707786,2090470953-M_FrKKyw6V8,2090470953,anyway……  北京·北京港中旅维景国际大酒店  ???,39.888901,116.354103,2017/10/23 22:46,0,0,0,iPhone 7
7732674,2090470953-M_FrTfhpcrc,2090470953,跟随……做个游客～恍如隔世……  北京·前门  ???,39.899971,116.40007,2017/10/24 20:24,1,0,0,iPhone 7
7764669,2090470953-M_Fs34VjLpS,2090470953,#好吃到要告白# 叫了份外卖，家的味道……好久没吃过炒饼了～店家给的大蒜真是给力哈哈哈哈我这个庸俗的蒜臭味儿的北方人[允悲]  北京·广安门内大街  ???,39.889351,116.354469,2017/10/25 21:26,2,1,0,iPhone 7
7164390,2090476251-M_Fp5uUk4OA,2090476251,神经病在鸟巢水立方[污] ???,39.800479,116.505737,2017/10/6 10:04,0,0,0,iPhone 6
7164508,2090476251-M_Fp5xzcFJM,2090476251,颐和园打卡[可爱] #带着微博去北京#   北京·北京颐和园  ???,39.99292,116.272232,2017/10/6 10:11,0,4,0,iPhone 6
7164591,2090476251-M_Fp5zujf3O,2090476251,清华门口游？（人人人人人  北京·小红门  ???,39.827202,116.463219,2017/10/6 10:16,0,0,0,iPhone 6
7164618,2090476251-M_Fp5A9Ej9Y,2090476251,圆明园.空母[污]  北京·小红门地区  ???,39.835491,116.448051,2017/10/6 10:17,0,0,0,iPhone 6
7164917,2090476251-M_Fp5GU5wWM,2090476251,#带着微博去长城#   北京·八达岭  ???,40.361061,115.99971,2017/10/6 10:34,3,1,0,iPhone 6
7182245,2090476251-M_Fpa33qvXp,2090476251,#带着微博去故宫#  明天就回去拉 故宫逛了四个小时也是没sei了  北京·故宫  ???,39.915642,116.396973,2017/10/6 21:39,2,1,0,iPhone 6
7182610,2090476251-M_Fpa71BGgA,2090476251,故宫 续  北京·故宫  ???,39.915642,116.396973,2017/10/6 21:49,1,0,0,iPhone 6
7182844,2090476251-M_Fpa9H6Eqy,2090476251,鸟巢疯子 #带着微博去旅行#   北京·鸟巢(国家体育场)  ???,39.993118,116.396446,2017/10/6 21:56,0,0,0,iPhone 6
7183193,2090476251-M_FpadQc4l5,2090476251,长城 续  北京·八达岭  ???,40.361061,115.99971,2017/10/6 22:06,0,0,0,iPhone 6
4080343,2090835981-M_F7XNOmGBp,2090835981,讀千卷書 不如走萬里路  北京·王府井小吃街  ???,39.91123,116.41085,2017/6/15 19:14,0,2,0,自拍大明星?美图M6s
4097178,2090835981-M_F84yQl6tN,2090835981,我在进行光合作用 热热  北京·养心殿  ???,39.91989,116.395546,2017/6/16 12:26,0,1,0,自拍大明星?美图M6s
4099933,2090835981-M_F85qTx5LU,2090835981,累累  北京·西什库大街  ???,39.92273,116.37907,2017/6/16 14:39,0,2,0,自拍大明星?美图M6s
4108044,2090835981-M_F87QWs6q6,2090835981,走一波 chok 蘇  北京·管庄西里  ???,39.914169,116.58839,2017/6/16 20:49,0,2,0,自拍大明星?美图M6s
4108083,2090835981-M_F87RnnwVW,2090835981,故宫  北京·管庄西里  ???,39.914169,116.58839,2017/6/16 20:50,0,1,0,自拍大明星?美图M6s
4108104,2090835981-M_F87RzsPfW,2090835981,我是东宫 哈哈哈[眼泪]  北京·管庄西里  ???,39.914169,116.58839,2017/6/16 20:50,0,1,0,自拍大明星?美图M6s
4108113,2090835981-M_F87RL0But,2090835981,我丑我快乐[傻笑]  北京·管庄西里  ???,39.914169,116.58839,2017/6/16 20:51,0,1,0,自拍大明星?美图M6s
4123479,2090835981-M_F8ec8zqnK,2090835981,不到长城非好汉 可我是女子啊[眼泪]  北京·万里长城·八达岭  ???,40.35603271,116.0138696,2017/6/17 12:58,0,2,0,自拍大明星?美图M6s
4133765,2090835981-M_F8hbNuMJ2,2090835981,劳其筋骨 累死宝宝了  北京·管庄西里  ???,39.914169,116.58839,2017/6/17 20:35,9,0,0,自拍大明星?美图M6s
4133816,2090835981-M_F8hctb6F0,2090835981,路人甲:Why come to the Great Wall?    我:Not the Great Wall is not man!  [眼泪][眼泪]  北京·管庄西里  ???,39.914169,116.58839,2017/6/17 20:37,5,0,0,自拍大明星?美图M6s
4133873,2090835981-M_F8hdi0DOo,2090835981,京华客栈 老北京都说毛泽东住了两晚[傻笑]  北京·管庄西里  ???,39.914169,116.58839,2017/6/17 20:39,0,2,0,自拍大明星?美图M6s
4149655,2090835981-M_F8nbu3O0V,2090835981,天坛。  北京·天坛  ???,39.88382,116.41528,2017/6/18 11:51,5,1,0,自拍大明星?美图M6s
4154586,2090835981-M_F8oBAtw9w,2090835981,好想吃腊肉饭 乐山钵钵鸡 鸡蛋繆糟 冷锅鱼 串串 小龙坎 烤猪蹄 乐山甜皮鸭 白家肥肠面 烤肥肠 肥肠豆腐脑 肥肠 肥肠 肥肠  北京·管庄西里  ???,39.914169,116.58839,2017/6/18 15:28,2,0,0,自拍大明星?美图M6s
2799475,2090888990-M_F0Gt1wqIn,2090888990,来到帝都第一餐！铜锅涮肉[馋嘴]下次得带瓶黄灯笼椒在身上[坏笑]  北京  ???,39.97637,116.33778,2017/4/28 22:14,0,0,0,HUAWEI Mate 9
2813659,2090888990-M_F0MB3y8g2,2090888990,车轮咕噜， 兜兜转转， 闲闲走走， 逛吃逛吃， 来只烤鸭， 深得朕心！  北京·故宫御花园  ???,39.92196,116.39669,2017/4/29 13:50,3,1,0,HUAWEI Mate 9
2820390,2090888990-M_F0OlsvnsF,2090888990,什么叫做运气好！随随便便就是网红拍摄景观位置！边看故宫边吃烤鸭！乐哉！[馋嘴]  北京·四季民福烤鸭店(故宫店)  ???,39.914624,116.402895,2017/4/29 18:17,6,5,0,HUAWEI Mate 9
2822043,2090888990-M_F0OJAiWkj,2090888990,我爱北京天安门[挤眼]  北京·北京天安门  ???,39.92350016,116.3494219,2017/4/29 19:16,0,2,0,HUAWEI Mate 9
2823495,2090888990-M_F0P2s8Egk,2090888990,从南锣鼓巷→什刹海→恭王府→天安门到前门大栅栏[馋嘴]精彩继续！撸串啤酒[啤酒] 走起！  北京·前门大栅栏  ???,39.89569,116.391296,2017/4/29 20:03,0,2,0,HUAWEI Mate 9
2842998,2090888990-M_F0WfSlhHW,2090888990,琉璃筒瓦， 五彩斗拱， 和玺彩画， 四方石碑， 此乃龙潜伏地！  北京·雍和宫（商圈）  ???,39.9441251,116.4104555,2017/4/30 14:25,0,1,0,HUAWEI Mate 9
2848705,2090888990-M_F0XJG5jsh,2090888990,琼楼玉宇探天听， 天圆地方才相逢！  北京·天坛  ???,39.883499,116.412399,2017/4/30 18:11,0,0,0,HUAWEI Mate 9
2851774,2090888990-M_F0YpXmSu4,2090888990,也许最后一眼看到辉煌宫殿落入敌手只能自缢殉国，可若看到的是满山牡丹、美食佳酿是不是可以留下来一起吃个饭打豆豆?  北京·三里屯  ???,39.93484,116.453,2017/4/30 19:56,0,0,0,HUAWEI Mate 9
2873338,2090888990-M_F15FJhZbb,2090888990,真是一天比一天出门晚[污] 吃好早中饭[馋嘴] 波波同学赖着星爸爸这不走了[泪] 下午走文艺路线[阴险]...  北京·五彩城  ???,40.030196,116.333895,2017/5/1 14:24,0,1,0,HUAWEI Mate 9
2876387,2090888990-M_F16vYtjpa,2090888990,圆儿时梦想:清华and北大  北京·清华大学本部  ???,39.99923,116.326614,2017/5/1 16:32,0,0,0,HUAWEI Mate 9
2878467,2090888990-M_F171bEu0b,2090888990,波波同学开启了买买买模式[污][污][污]  北京·重八牛府(之小刀牛试店)  ???,39.96557,116.32331,2017/5/1 17:49,1,0,0,HUAWEI Mate 9
2885223,2090888990-M_F18oZp9QC,2090888990,北京的收官之站→鸟巢-水立方！ 好一个宏伟壮观景象[心]  北京·北京.奥体中心.鸟巢  ???,39.985851,116.391807,2017/5/1 21:21,2,2,0,HUAWEI Mate 9
9315958,2091613235-M_FzlZhtg8C,2091613235,初见  北京·北京西站  ???,39.895039,116.321678,2017/12/12 22:26,0,0,0,
9351171,2091613235-M_FzvH3qUcb,2091613235,暴走的一天 今天走了三万多步 早上在天安门广场迎旭日初升 接着... 人民英雄纪念碑 人民大会堂 毛主席纪念堂  中国国家博物馆 故宫博物院 天坛公园  北京·天安门广场  ???,39.906021,116.397659,2017/12/13 23:09,0,0,0,
9410589,2091613235-M_FzN1mgDN2,2091613235,在798艺术区买纪念品的时候 意外收获一张JASON MRAZ的CD [光盘] 很喜欢的歌手  北京·798艺术区  ???,39.984249,116.497238,2017/12/15 19:15,0,3,0,
9427072,2091613235-M_FzS2k1hro,2091613235,你穿的再多 心里没我照样冷死你  北京·朝阳公园  ???,39.936722,116.474747,2017/12/16 8:01,0,0,0,
9449308,2091613235-M_FzWRWo63Y,2091613235,不到长城非好汉 好汉之旅后今天是好汉了  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/12/16 20:20,0,0,0,
9521672,2091613235-M_FAfrHChgK,2091613235,分享图片  北京·圆明园遗址公园(清华西路)  ???,40.013229,116.312622,2017/12/18 19:37,0,1,0,
565032,2091684384-M_EsUcI7fhg,2091684384,分享图片  北京  ???,39.94714,116.45565,2017/1/28 13:56,4,0,0,iPhone 6s
565321,2091684384-M_EsUoO6z5a,2091684384,大年初一，汤圆+面条 [爱你]  北京·三里屯VILLAGE南区  ???,39.933468,116.448204,2017/1/28 14:26,0,0,0,iPhone 6s
568305,2091684384-M_EsWjWeane,2091684384,有亮点[相机]  北京  ???,39.940979,116.405319,2017/1/28 19:19,0,0,0,iPhone 6s
570225,2091684384-M_EsXi9b0je,2091684384,分享图片  北京·地安门  ???,39.937351,116.393547,2017/1/28 21:48,0,0,0,iPhone 6s
573836,2091684384-M_Et1Z36OgQ,2091684384,蓝天白云[白云]?  北京·金茂北京威斯汀大饭店  ???,39.949078,116.454674,2017/1/29 9:44,1,0,0,iPhone 6s
575950,2091684384-M_Et3NYeA3U,2091684384,分享图片  北京·沙滩  ???,39.92067,116.398041,2017/1/29 14:23,0,0,0,iPhone 6s
587810,2091684384-M_Ete6Fqe0B,2091684384,不到长城非好汉  北京·万里长城·八达岭  ???,40.356033,116.01387,2017/1/30 16:36,0,0,0,iPhone 6s
598812,2091684384-M_Etnfr05LH,2091684384,东来顺，顺顺顺～  北京·中关村  ???,39.982151,116.30825,2017/1/31 15:53,0,1,0,iPhone 6s
9751667,2092091307-M_FBappDGRr,2092091307,十九大后再赴京，感受下皇城的新气象！  北京·前门大栅栏  ???,39.89569,116.391296,2017/12/24 20:38,0,0,0,华为P9手机摄影再突破
9759185,2092091307-M_FBb3MwZsQ,2092091307,北京一夜 灌脖而入的北风一直吹，什刹海，北海大部分湖面已结冰，映着冬日的一抹夕阳，映射出模糊的倒影。林木萧索，枯柳倒垂，还好有一群鸳鸯和绿头野鸭在未结冰的水面嬉戏，带来一丝热闹的气息。北海公园里的九龙壁，当年父母亲带着幼小的我们来这里旅游，没想到再来时已隔三十年，时光都去哪了。 恭 ???? 全文,39.89569,116.391296,2017/12/24 22:18,0,0,0,华为P9手机摄影再突破
9808141,2092091307-M_FBkAigGHg,2092091307,凌晨5:30，室外气温零下5℃，顶着刺骨的寒风走到天安门广场，发现已有几百人在场，大家都在等着看升旗仪式。 一队队警卫快步经过，分散在广场的周围，供我们临时观看的警戒护栏区也拉了起来。 升旗仪式的时间每天不同，今天是7:35分开始。当警车封锁长安街交通的那一刻，我们就知道，国旗护卫队要来了 ???? 全文,39.90602,116.39766,2017/12/25 22:32,4,16,0,华为P9手机摄影再突破
9811684,2092091307-M_FBkV3t9gB,2092091307,游走在京城，让人感觉在不断穿越。二环以内的都城，建筑端庄厚重，皇气四溢，连普通的胡同都在不经意中透着深厚的文化底蕴，让人仿佛走进了一段历史。而三环一带则充满了摩登气息，这里是年青人的乐园，引领潮流的圣地，二环内难以见到的圣诞文化，这里却随处可见。或许，正是因为有了历史与现代的不断 ???? 全文,39.89403,116.39706,2017/12/25 23:24,0,0,0,华为P9手机摄影再突破
9822538,2092091307-M_FBoWQsQOA,2092091307,早餐赶个时髦，来这家本月的当红豆浆店。[嘻嘻]  北京·永和鲜浆（阜成门店）  ???,39.92359,116.34989,2017/12/26 9:39,0,0,0,华为P9手机摄影再突破
9845764,2092091307-M_FBtX7i3KZ,2092091307,"总想去故宫拍光影，今天如愿在里面一直呆到闭馆，从上午十点左右一直泡到下午四点半，在故宫里面一直走一直拍，中间没休息没喝水也没吃东西，居然也不觉得辛苦。故宫的魅力，真是让人沉醉又难以解脱。就连故宫的猫，也自带贵气，无论你怎么逗它，总是一副""猫不理""的样子，蹲在冬日的阳光下，眼睛都懒得 ???? 全文",39.908801,116.397748,2017/12/26 22:23,5,2,0,华为P9手机摄影再突破
2660152,2092731812-M_EFQvpo9EZ,2092731812,上课游泳一上午的温馨祥和，然后一中午的剑拔弩张，以娘俩坐床上一起哭爸爸进来哄然后还是我抱谁结束。最近冲突越来越频繁，孩爸说是我惯的该凶还得凶，我也很委屈什么都只要妈妈还说妈妈不累，爸爸参与不进来很挫败，我也快被累得崩溃，感觉是产后的第二个抑郁期一腔愤懑无处发泄，问题到底出在哪儿了 ???? 全文,39.792221,116.339401,2017/4/23 16:25,0,0,0,iPhone 6
2705158,2092731812-M_F08JS1q2S,2092731812,亲爹对闺女的爱：米团最近总吵有鼻涕（其实就是用力呼吸有声音就认为有），老公就在她上英语课的时间急忙买了加湿器，还一买就是俩[睡]啥时能给我买包包也一买就俩啊  北京·西红门  ???,39.79052,116.328529,2017/4/25 8:22,1,1,0,iPhone 6
2874339,2092731812-M_F15Wq5s96,2092731812,午后的小区好安静，疯狂的娃娃们都睡觉去了。哄睡下小魔娃，交待老公一句“下午就交给你了”，然后我溜了出来享受片刻的宁静。不要羡慕我的老公有多体贴，因为早上用爆发的方式沟通了一下。一直以为自己算是追求上进的，虽然我对自己也有很多不满，可是从老公口中听到仍然觉得有些难以接受，看书太少， ???? 全文,39.79282,116.340118,2017/5/1 15:05,0,0,0,iPhone 6
2973263,2092731812-M_F1FsW5Xxa,2092731812,久违的沙尘暴又回来了，据说是为了治霾把防护林扒开了一个口子……停在路口坐车里感觉车都在晃悠，到单位后一嘴沙  北京·阳光乐府  ???,39.732414,116.329651,2017/5/5 9:31,0,0,0,iPhone 6
3811845,2093806321-M_F6q3inQM1,2093806321,<营销好文案必备5项>1、  把虚化的概念具体化。2、  用“场景”包装产品。3、  唯利是图，一心想着和用户的“利益契合点”。4、  感官化、体验式描写。5、  让数字发挥魔力。  ???  北京·博泰国际  ???,40.00764,116.473827,2017/6/5 15:28,0,0,0,HUAWEI nova 青春版
3815323,2093806321-M_F6rd27yXW,2093806321,内容营销和搜寻引擎优化（SEO）两件事是息息相关的，如果你有很好的内容，但是没有考虑到使用者搜寻的方式，那么很有可能你的内容就像石沈大海般地没办法在众人前面呈现。在你做内容的时候，记得要花些时间去思考你的SEO，象是标题的优化（Google趋势、Google关键字规划工具）、Meta描述塞入关键字、图 ???? 全文,40.00764,116.473827,2017/6/5 18:25,0,0,0,HUAWEI nova 青春版
3841011,2093806321-M_F6ALTzuxt,2093806321,用外贸快车，你的一切都是你的！ ?你的B2B官网是你的，不隶属于任何第三方网站； 你的B2C商城是你的，不受任何第三方网站规则的制约； 你的流量、询盘是你的，不受任何第三方网站分流的阉割（宰割）； ?你可以自主选择信息流、物流和资金流渠道，不受任何捆绑，真正做回自己。  北京·北京南站  ???,39.86503,116.379,2017/6/6 18:46,9,2,3,HUAWEI nova 青春版
3859695,2093806321-M_F6HLXc7F7,2093806321,这个设计如何?  北京·博泰国际  ???,40.00764,116.473827,2017/6/7 12:35,0,1,0,HUAWEI nova 青春版
3859775,2093806321-M_F6HNj8dfO,2093806321,?内容营销不是为生产内容而生产，关键在能提供给读者价值?.不要为制作制作越来越多的内容，使内容营销演变成一场内容制作的军备竞赛，是一种危险的品牌策略。目标受众真正渴望的是与他们息息相关的，并且品牌能在其中以独到角度贡献价值的内容。Content Marketing Institute的报告显示，61%最有效的营 ???? 全文,40.00764,116.473827,2017/6/7 12:38,0,1,0,HUAWEI nova 青春版
3860481,2093806321-M_F6I0ptbkT,2093806321,商务部部长助理张总发言?跨境电商的正确姿势?  北京·博泰国际  ???,40.00764,116.473827,2017/6/7 13:10,0,1,0,HUAWEI nova 青春版
3872680,2093806321-M_F6Lplirb2,2093806321,这个夏天，有故事!  北京·慧谷阳光  ???,40.00404646,116.4803449,2017/6/7 21:50,0,1,0,HUAWEI nova 青春版
3882493,2093806321-M_F6QcRFthN,2093806321,市场定位的策略则是从企业的数据库、各大数据搜集分析、抽丝剥茧，找到精准的语句来论述其与竞争对手之间的差异性（difference）、独特性（distinction）和相似性（similarity），在受限的条件下，以主要目标客群为中心，试图在众多的竞争对手中脱颖而出，并且让主要目标客群知觉到这个企业、品牌或是 ???? 全文,39.99937,116.47021,2017/6/8 10:03,0,1,0,HUAWEI nova 青春版
3890294,2093806321-M_F6SON2S8z,2093806321,<看正确版本PPT>业内人士点评说，百度PPT做得差不是新闻，但这样的内容也拿出来演讲，一定是人工智能PPT机器人的问题。  北京·菖蒲河公园  ???,39.915012,116.411703,2017/6/8 16:42,0,1,0,HUAWEI nova 青春版
3897078,2093806321-M_F6Up9qCmb,2093806321,东哥发飙了。[哈哈]  北京·亚运村小营  ???,40.00035,116.43054,2017/6/8 20:44,0,1,0,HUAWEI nova 青春版
4015426,2093806321-M_F7ACY3A8O,2093806321,#工业品与快消品营销#  到底差别在哪里？        1）购买者不一样。工业品购买者为工业企业、商业企业、政府和机构，而消费品更多的是个人、家庭。        2）购买目的不一样。工业品购买者为了生产或转销售，而消费者则为自我消费。一个花钱去赚钱，一个花钱去享受。        3）关注点不一样。工业 ???? 全文,40.02497445,116.4133973,2017/6/13 8:14,0,1,0,HUAWEI nova 青春版
4020429,2093806321-M_F7CbNyTbj,2093806321,#销售和营销# 销售是射杀一只静。坐不动的鸭子，若没射准，鸭子有可能就飞了；营销是在地上撒谷子，把鸭子引过来，再用胶水把鸭掌粘住；  北京·博泰国际  ???,40.00764,116.473827,2017/6/13 12:12,0,2,0,HUAWEI nova 青春版
