fid,content,clearcontent,lei
9683,秋去冬来，马上就小雪了，整理一下今年秋天在 @北京市玉渊潭公园   的照片，真是拍不尽的美！ @北京你好    @游北京    @北京市旅游发展委员会   ???  北京·水文社区  ???,秋去冬来，马上就小雪了，整理一下今年秋天在     的照片，真是拍不尽的美！                   ,0
1129,秋天的尾巴！  北京·车公庄  ???,秋天的尾巴！    ,0
2442,秋天真的来了  北京·八达岭高速公路管理分公司居庸关收费站  ???,秋天真的来了    ,0
3163,秋天真好看。  北京·日坛公园  ???,秋天真好看。    ,0
5958,秋意浓  北京·地安门  ???,秋意浓    ,0
6339,求保佑进面[眼泪]  北京·清河  ???,求保佑进面     ,0
3656,求尼玛老公抱，我是北京一所大学（211院校，今年还选了双一流）的大学生，我想反应一下这个宿舍厕所刷手机的问题，简直没有人性有没有！！我中午拿着纸上大号，上厕所只用了3分钟，而为了这一个坑位我等了30分钟，（没错，一点没错，就是30分钟）有没有搞错啊老铁们！！这属于公用厕所啊！！这简直是摆 ???? 全文,求尼玛老公抱，我是北京一所大学（211院校，今年还选了双一流）的大学生，我想反应一下这个宿舍厕所刷手机的问题，简直没有人性有没有！！我中午拿着纸上大号，上厕所只用了3分钟，而为了这一个坑位我等了30分钟，（没错，一点没错，就是30分钟）有没有搞错啊老铁们！！这属于公用厕所啊！！这简直是摆 ? 全文,0
8122,求尼玛老公抱，我是北京一所大学（211院校，今年还选了双一流）的大学生，我想反应一下这个宿舍厕所刷手机的问题，简直没有人性有没有！！我中午拿着纸上大号，上厕所只用了3分钟，而为了这一个坑位我等了30分钟，（没错，一点没错，就是30分钟）有没有搞错啊老铁们！！这属于公用厕所啊！！这简直是摆 ???? 全文,求尼玛老公抱，我是北京一所大学（211院校，今年还选了双一流）的大学生，我想反应一下这个宿舍厕所刷手机的问题，简直没有人性有没有！！我中午拿着纸上大号，上厕所只用了3分钟，而为了这一个坑位我等了30分钟，（没错，一点没错，就是30分钟）有没有搞错啊老铁们！！这属于公用厕所啊！！这简直是摆 ? 全文,0
6296,求评论，这一身怎么样[嘻嘻]  白各庄新村  ???,求评论，这一身怎么样   白各庄新村  ,0
1180,渠道安卓+91区+3275340+??阔?儿?? @极品芝麻官 @策划包龙星   北京·圆都小区  ???,渠道安卓+91区+3275340+??阔?儿??         ,0
9439,去北京啊，去北京买什么了？这不请了尊神仙呐，什么神仙？我看看……兔爷？兔爷怎么啦？兔爷是神仙？ 兔爷哪儿不是神仙了.JPG脸 （和出租车大叔对话） 因为我那只骑黑虎的兔爷衣服有点像我明常朝服，于是也叫这只郎君了[笑cry] 来来来郎君我们走，会杭州了今天[爱你]  北京·王府井  ???,去北京啊，去北京买什么了？这不请了尊神仙呐，什么神仙？我看看……兔爷？兔爷怎么啦？兔爷是神仙？ 兔爷哪儿不是神仙了.JPG脸 （和出租车大叔对话） 因为我那只骑黑虎的兔爷衣服有点像我明常朝服，于是也叫这只郎君了  来来来郎君我们走，会杭州了今天     ,0
5694,去北京游玩必去北京大学和清华大学吧？一定要注意一点，下午三点半，这两所大学都是这个时候闭馆，周围都是限制栏杆，一定要注意安全，不要像我一样辛苦半天，还是只能照张大门图。不过路边的观景树挺好看的。  北京·清华西门公交站  ???,去北京游玩必去北京大学和清华大学吧？一定要注意一点，下午三点半，这两所大学都是这个时候闭馆，周围都是限制栏杆，一定要注意安全，不要像我一样辛苦半天，还是只能照张大门图。不过路边的观景树挺好看的。    ,2
334,去采访[卡拉ok][导演]  北京·北京青年政治学院(望京校区)  ???,去采访    (望京校区)  ,0
1161,去到哪里都不能错过当地美食，吃货的本性不能改了。[阴险]  北京·嘉铭中心  ???,去到哪里都不能错过当地美食，吃货的本性不能改了。     ,0
1704,去故宫看展的路上   坐了一次早上的北京地铁   突然觉得   喜欢一个城市   对他的向往都是   只基于你对他的大众认识   短暂的停留   你看到的表面   不一定是你爱的一如既往   只原身不在其中  北京·菜市口地铁站  ???,去故宫看展的路上   坐了一次早上的北京地铁   突然觉得   喜欢一个城市   对他的向往都是   只基于你对他的大众认识   短暂的停留   你看到的表面   不一定是你爱的一如既往   只原身不在其中    ,0
309,去看了园林院的十歌比赛，被这些比自己小着四五岁的年轻人的热闹感动。现场的告白，对着舞台喊出“xx我爱你”的小姑娘，对着观众说“xx我喜欢你”的小伙子。十八岁的世界真的简单，张口就是爱，一生就像一盏茶的清淡。  北京·12.5层的工位  ???,去看了园林院的十歌比赛，被这些比自己小着四五岁的年轻人的热闹感动。现场的告白，对着舞台喊出“xx我爱你”的小姑娘，对着观众说“xx我喜欢你”的小伙子。十八岁的世界真的简单，张口就是爱，一生就像一盏茶的清淡。  .5层的工位  ,0
2484,"去了那么些地方，还是最中意我大浙江[飞吻][飞吻][飞吻]See you,beijing![飞机]?[飞机]?[飞机]?  北京·首都机场T1航站楼  ???","去了那么些地方，还是最中意我大浙江   See you,beijing! ? ? ?    ",0
7553,去了一趟大悦城[耶]  北京·朝阳大悦城  ???,去了一趟大悦城     ,0
1296,去哪都是累泪雷 自行车太难骑，[大哭]  北京·护国寺小吃店(护国寺总店)  ???,去哪都是累泪雷 自行车太难骑，   (护国寺总店)  ,0
6026,去年粉了杨政，今年粉赖宇航，身体真是劲爆。听说第四周是今年目前质量最高的一周，第一次看强哥的现场，和赖宇航对位帅呆了，实战能力爆炸，各种一波流绝杀带走比赛，MOP当之无愧。唯一遗憾是照片全部忘记调livephoto了[二哈] @賴宇航SpaceMan   @赵强Iso   @吴悠morefree   @杨舒越   @杨政SG    #日落东单#   ???? 全文,去年粉了杨政，今年粉赖宇航，身体真是劲爆。听说第四周是今年目前质量最高的一周，第一次看强哥的现场，和赖宇航对位帅呆了，实战能力爆炸，各种一波流绝杀带走比赛，MOP当之无愧。唯一遗憾是照片全部忘记调livephoto了                           ? 全文,0
10140,去年做的沉檀清凉香珠，今年仍旧清凉一夏，手腕有淡淡的清凉感，返个小清新的妹子图 #茶文化# #原创# #茶道，香道，漆器# #香道#   @静鑫阁文玩A静鑫阁主A   @八零后茶农   北京·北七家  ???,去年做的沉檀清凉香珠，今年仍旧清凉一夏，手腕有淡淡的清凉感，返个小清新的妹子图                     ,0
8903,去碰老虎的瓷，老虎爱搭不理，吃一堑长一智了吗？[嘻嘻][嘻嘻]  北京  ???,去碰老虎的瓷，老虎爱搭不理，吃一堑长一智了吗？    北京  ,0
5282,去清华北大感受了一把学霸的日常  北京·CBD（商圈）  ???,去清华北大感受了一把学霸的日常  （商圈）  ,0
5757,去野山坡玩了两天，终于舒服的躺下了，小家伙已经呼呼大睡了，麻麻给你露个脸哈[嘻嘻][嘻嘻][嘻嘻]  北京·沙滩后街55号院  ???,去野山坡玩了两天，终于舒服的躺下了，小家伙已经呼呼大睡了，麻麻给你露个脸哈       ,0
1040,去长城，喝酸奶，粗发[憧憬][憧憬][憧憬] @AshuangAshuang   @坤初-山下出泉   北京·霍营  ???,去长城，喝酸奶，粗发              ,2
6286,去追逐属于自己的光！  北京·北京体育大学体育馆   秒拍视频  ???,去追逐属于自己的光！      ,0
7286,"圈]人生发展中，一定很多事情可以做，但精力有限,重点是知道自己不要做什么。  北京·东源大厦  ???","圈]人生发展中，一定很多事情可以做，但精力有限,重点是知道自己不要做什么。    ",0
1637,全部都戒[怒骂]为了你[悲伤]  北京·西单大悦城  ???,全部都戒 为了你     ,0
10178,全场最佳DJ  北京·糖果雍和宫店三层(星光现场音乐厅)   秒拍视频  ???,全场最佳DJ  (星光现场音乐厅)    ,0
660,全国各地都降温啦 你的抗寒外衣准备好了吗？！  http://t.cn/RyhKzZE  ???,全国各地都降温啦 你的抗寒外衣准备好了吗？！     ,0
4227,全国唯一没到过的一个城市，今天终于来了！北京我来啦  北京·首都机场T2航站楼  ???,全国唯一没到过的一个城市，今天终于来了！北京我来啦    ,2
9646,全国唯一一台乔治巴顿，现车，订车就到18年一月份了，手慢无，需要的联系。尊享热线:18710160697  北京·北七家  ???,全国唯一一台乔治巴顿，现车，订车就到18年一月份了，手慢无，需要的联系。尊享热线:18710160697    ,0
1197,全国政协委员陈绍军建议，要加强农村专业队伍建设，来促进农产品规模化，集约化，智能化发展，为新型农业科技创新服务。 @福建广播电视新闻中心  樊池  ???  北京·北下关  ???,全国政协委员陈绍军建议，要加强农村专业队伍建设，来促进农产品规模化，集约化，智能化发展，为新型农业科技创新服务。    樊池      ,0
8782,全合四世 聚家行同 德福满堂  北京·全聚德(北京王府井店)   文海1982的秒拍视频  ???,全合四世 聚家行同 德福满堂  (北京王府井店)    ,0
5199,全聚德北京烤鸭  北京·王府井步行街  ???,全聚德北京烤鸭    ,0
6172,全聚德烤鸭[馋嘴]  北京·全聚德烤鸭店（方庄店）  ???,全聚德烤鸭   （方庄店）  ,0
9335,全聚德烤鸭的宗旨就是 虽然我们量少 但是把你给腻饱[微笑]  北京·王府井  ???,全聚德烤鸭的宗旨就是 虽然我们量少 但是把你给腻饱     ,0
2179,全联大健康与养老产业破局之路，现场来了保利，万科，碧桂园，富力，新城等养老配套地产商…  北京·富力万丽酒店宴会厅  ???,全联大健康与养老产业破局之路，现场来了保利，万科，碧桂园，富力，新城等养老配套地产商…    ,0
7437,全民买房，买的是房吗？买的是个存折啊！你想一想，你准备靠谁养老？靠儿子？靠国家？靠社保？靠存款？20年前存款100万是多牛逼的一件事，如今呢？  北京·远洋天地  ???,全民买房，买的是房吗？买的是个存折啊！你想一想，你准备靠谁养老？靠儿子？靠国家？靠社保？靠存款？20年前存款100万是多牛逼的一件事，如今呢？    ,0
4375,全身的裁剪非常干净利落。【28米粒】...；韩版时尚OL气质无袖雪纺长裤运动休闲两件套！小清新的主色……给人利落干练的感觉。休闲又充满自信；边缘用黑色微微撞击；时尚感十足：让您更加显眼  北京·滕午山庄  ???,全身的裁剪非常干净利落。 ...；韩版时尚OL气质无袖雪纺长裤运动休闲两件套！小清新的主色……给人利落干练的感觉。休闲又充满自信；边缘用黑色微微撞击；时尚感十足：让您更加显眼    ,0
5834,全世界的富人都在做三件事：  1、赶趋势、  2、找平台、  3、抓机遇；    有贵人为你指路，让钱为你工作！    当机会来临时，如果非要全部弄懂，全部搞清楚了，把自己当成教授，当成专家来研究，等你全部弄清楚了才出手的，机会早就成了别人的故事    智慧的人总是善于把握时机！  北京·四惠  ???,全世界的富人都在做三件事：  1、赶趋势、  2、找平台、  3、抓机遇；    有贵人为你指路，让钱为你工作！    当机会来临时，如果非要全部弄懂，全部搞清楚了，把自己当成教授，当成专家来研究，等你全部弄清楚了才出手的，机会早就成了别人的故事    智慧的人总是善于把握时机！    ,0
2128,全是人  北京·故宫博物院(南门)  ???,全是人  (南门)  ,0
9902,全心全力做一个美丽又暖心的                                                                                                                                            好麻麻[飞吻][飞吻]  ???  北京·丰益桥  ???,全心全力做一个美丽又暖心的                                                                                                                                            好麻麻        ,0
3845,全新没下地，42.5 @偶偶足球装备论坛   @足球装备交易平台   北京·云岗北区西里  ???,全新没下地，42.5           ,0
9407,全中国最有钱和最有权的人挤在北京开会，路上堵的不要不要的。闹心  北京·北京电影制片厂  ???,全中国最有钱和最有权的人挤在北京开会，路上堵的不要不要的。闹心    ,0
10394,拳头][拳头][拳头]  北京·上地   微博视频  ???,拳头]       微博视频  ,0
4673,拳头]满满的精华，一片眼膜呵护全脸 淡化眼周暗沉，温和无泪配方，多重保湿，紧致眼周肌肤，舒缓解压 有事没事来一张，准没错[强]??有要的跟我联系  泰河园一里   80後琳小咪的秒拍视频  ???,拳头]满满的精华，一片眼膜呵护全脸 淡化眼周暗沉，温和无泪配方，多重保湿，紧致眼周肌肤，舒缓解压 有事没事来一张，准没错 ??有要的跟我联系  泰河园一里    ,0
119,拳头]骑公共自行车还不如自己走着呢！  真累！  北京·北京龙熙温泉度假酒店  ???,拳头]骑公共自行车还不如自己走着呢！  真累！    ,0
2798,犬夜叉  北京·朝阳区  ???,犬夜叉    ,0
1013,确实，你说的对，早就该听你的[笑而不语][笑而不语] @丁丁不乖  哈哈哈哈  北京·西北旺  ???,确实，你说的对，早就该听你的      哈哈哈哈    ,0
1971,然并卵  北京·天通苑  ???,然并卵    ,0
1181,然后……又去孔庙（虽然人家关门了  只在门口照了张相）  成贤街  晚餐还吃了顿烤鸭  然后……  北京·孔庙和国子监博物馆  ???,然后……又去孔庙（虽然人家关门了  只在门口照了张相）  成贤街  晚餐还吃了顿烤鸭  然后……    ,2
8287,燃！燃！燃！嗨剧社占领北京地铁啦！ 这是属于 @腾讯视频  的燃经历，是属于 @腾讯视频嗨剧社  的好时光！ #好时光一起燃# ，蹲守帝都10号线，蹲一天我也要去坐一次这趟车！ 戳这里，看不一样的好时光列车： 北京10号线刷满燃故事 唤醒了人们心中逐渐冷却的热血   北京·西三旗  ???,燃！燃！燃！嗨剧社占领北京地铁啦！ 这是属于    的燃经历，是属于    的好时光！   ，蹲守帝都10号线，蹲一天我也要去坐一次这趟车！ 戳这里，看不一样的好时光列车： 北京10号线刷满燃故事 唤醒了人们心中逐渐冷却的热血     ,0
7122,让脚步慢一些，让忙碌停下来，  北京  ???,让脚步慢一些，让忙碌停下来，  北京  ,0
1593,让时间检验 数字货币的 真伪 ， 以及我们今天在这所做的决定。过去的都是历史，我们做的是在历史里寻找未来的可能 ，利益的诱惑让所有人迷失在这个市场里，我们也一样 ，而最不一样的是我们要时刻意识到我们所处的环境。此刻，我们就像很多天没有吃肉的狼一样，猎物映现的眼睛泛着蓝光，却要比任何时候 ???? 全文,让时间检验 数字货币的 真伪 ， 以及我们今天在这所做的决定。过去的都是历史，我们做的是在历史里寻找未来的可能 ，利益的诱惑让所有人迷失在这个市场里，我们也一样 ，而最不一样的是我们要时刻意识到我们所处的环境。此刻，我们就像很多天没有吃肉的狼一样，猎物映现的眼睛泛着蓝光，却要比任何时候 ? 全文,0
184,让时间去选择  北京·北京中医药大学良乡校区  ???,让时间去选择    ,0
3282,让我感到为难的是挣扎的自由！  北京·苹果园街区  ???,让我感到为难的是挣扎的自由！    ,0
3596,让我感谢你，赠我一场空欢喜！  北京·珠江逸景家园  ???,让我感谢你，赠我一场空欢喜！    ,0
2371,让我们荡起双桨，小船儿推开波浪，水面倒影着美丽的白塔，四周环绕着绿树红墙 #复习语文书#   北京·北海公园白塔  ???,让我们荡起双桨，小船儿推开波浪，水面倒影着美丽的白塔，四周环绕着绿树红墙       ,0
10258,让我们荡起双桨~[看看][幽灵]  北京·北海公园  ???,让我们荡起双桨~      ,0
175,让我们荡起双桨～  北京  ???,让我们荡起双桨～  北京  ,0
5272,让我依依不舍的，是北京这蓝蓝的天空……  北京·北京站  ???,让我依依不舍的，是北京这蓝蓝的天空……    ,0
6982,让自己的生活甜一些??  北京·垡头翠成馨园  ???,让自己的生活甜一些??    ,0
8789,绕了大半个北京来吃这个，不开心??  北京·三里屯  ???,绕了大半个北京来吃这个，不开心??    ,0
7974,热爆了[允悲] 今天低血糖，需要甜[摊手]  北京·北京康莱德酒店Chapter餐厅  ???,热爆了  今天低血糖，需要甜     ,0
2281,热成傻子  北京·枣营南里社区  ???,热成傻子    ,0
1697,热带鱼]  北京·北京海洋馆   PeziletDilshat的微博视频  ???,热带鱼]       ,0
2754,热带鱼][鱼][鲸鱼][海豚]????  北京·北京海洋馆  ???,热带鱼]   ?    ,0
2209,热的一天[哆啦A梦花心]  北京·欢乐谷  ???,热的一天     ,0
8375,热闹呢[酷]  北京·后海夜色  ???,热闹呢     ,0
8859,热死[二哈]  北京  ???,热死   北京  ,0
3072,热死！！！  北京·柳芳南里  ???,热死！！！    ,0
6544,人！多少得有点儿素质，得需要对他人的尊重！无论年龄大小，身份地位，对其他人基本的尊重和隐私还是应该有的！否则真的不配做人，也不配被人尊重！  北京·智地钻河公馆  ???,人！多少得有点儿素质，得需要对他人的尊重！无论年龄大小，身份地位，对其他人基本的尊重和隐私还是应该有的！否则真的不配做人，也不配被人尊重！    ,0
7014,人，贵在大气。有些言语，只是言语，不必在乎；有些风景，只是风景，不必留恋；有些心情，也只是心情，不是一生。朋友们早?[太阳]  北京·军博（商圈）  ???,人，贵在大气。有些言语，只是言语，不必在乎；有些风景，只是风景，不必留恋；有些心情，也只是心情，不是一生。朋友们早?   （商圈）  ,0
52,人，就要活得现实点， 这个社会不是看钱，就是看权， 你有钱，干啥都方便， 你有权，和谁都有缘。 ? 现实的社会，不相信眼泪， 残酷的社会，不同情弱者， 要想出人头地，就得愿意努力， 要想衣食富足，就得拼命加油。 别那么天真，指望别人帮你， 别那么幼稚，以为会有奇迹。 ? 有时候，你会发现，  ???? 全文,人，就要活得现实点， 这个社会不是看钱，就是看权， 你有钱，干啥都方便， 你有权，和谁都有缘。 ? 现实的社会，不相信眼泪， 残酷的社会，不同情弱者， 要想出人头地，就得愿意努力， 要想衣食富足，就得拼命加油。 别那么天真，指望别人帮你， 别那么幼稚，以为会有奇迹。 ? 有时候，你会发现，  ? 全文,0
3804,人丑多看书，不要让丑恶的嘴脸暴露出来……  北京·万寿路街区  ???,人丑多看书，不要让丑恶的嘴脸暴露出来……    ,0
5301,人的磁场很奇怪，你不感恩，就不顺利；你不承担责任，就不成长；你不付出，就得不到；你没有爱心，就没有人爱你。如此一来，便得出人生的规律，感恩=顺利，责任=成长，付出=得到，爱心=快乐。原来生活如此简单，你希望自己好运，就祝福别人好运。一切美好，皆源于一颗感恩的心。感恩生命中所有的相遇， ???? 全文,人的磁场很奇怪，你不感恩，就不顺利；你不承担责任，就不成长；你不付出，就得不到；你没有爱心，就没有人爱你。如此一来，便得出人生的规律，感恩=顺利，责任=成长，付出=得到，爱心=快乐。原来生活如此简单，你希望自己好运，就祝福别人好运。一切美好，皆源于一颗感恩的心。感恩生命中所有的相遇， ? 全文,0
3580,人的惰性真是与生俱来，很难克制的，所以。。。。就拿着手机躺了一天，迷迷糊糊发个微博，准备睡觉！ 不傲娇，不卑不亢！  北京·百环花园  ???,人的惰性真是与生俱来，很难克制的，所以。。。。就拿着手机躺了一天，迷迷糊糊发个微博，准备睡觉！ 不傲娇，不卑不亢！    ,0
7002,人贵在有自知之明 成人的世界里讲究不给别人添麻烦???  北京·北京电视台影视剧中心  ???,人贵在有自知之明 成人的世界里讲究不给别人添麻烦    ,0
9461,人还挺多  北京·吕家营餐饮街   秒拍视频  . ???,人还挺多      ,0
6043,人好多  北京·玉渊潭公园   秒拍视频  . ???,人好多      ,0
7189,人和人，要将心比心， 心和心，要越靠越近， 不管是友情还是爱情， 只要你真，我就更深， 只要你诚，我会更浓。 再美的花言巧语，都是浮云， 唯有关键时刻伸出的手，才最实际。 是朋友的，不会利用你， 是兄弟的，不会小看你， 是姐妹的，不会出卖你， 谁真谁假，谁好谁坏， 日久就能见人心 ???? 全文,人和人，要将心比心， 心和心，要越靠越近， 不管是友情还是爱情， 只要你真，我就更深， 只要你诚，我会更浓。 再美的花言巧语，都是浮云， 唯有关键时刻伸出的手，才最实际。 是朋友的，不会利用你， 是兄弟的，不会小看你， 是姐妹的，不会出卖你， 谁真谁假，谁好谁坏， 日久就能见人心 ? 全文,0
5918,人很多，雾很大。  北京·万里长城·八达岭  ???,人很多，雾很大。  ·八达岭  ,0
3084,人家京东太牛了，无人机配送  京东集团总部  ???,人家京东太牛了，无人机配送  京东集团总部  ,0
7282,人家喜迎十九大，我们...我们...我也不知道在干啥 @小饼    @信浮沉   http://t.cn/ROd0A5O  ???,人家喜迎十九大，我们...我们...我也不知道在干啥             ,0
8891,人美画美  北京·新华联（商圈）  ???,人美画美  （商圈）  ,0
10120,人美身材好唱歌好听。 好想泡她呀[允悲][允悲][允悲]  北京·后海酒吧美食街  ???,人美身材好唱歌好听。 好想泡她呀       ,0
9060,人们总是急于判断 那些定语听起来偏执又刺耳  北京·北京邮电大学沙河校区  ???,人们总是急于判断 那些定语听起来偏执又刺耳    ,0
5046,人们总是捧着手机 忽略了身边的人。  北京·后海（商圈）  ???,人们总是捧着手机 忽略了身边的人。  （商圈）  ,0
1610,人难免有先入为主的观念  北京·北苑  ???,人难免有先入为主的观念    ,0
3861,人山人海  北京·南锣鼓巷步行街  ???,人山人海    ,0
25,人山人海！  北京·天安门广场  ???,人山人海！    ,2
2975,"人山人海藏着迟来的对白, 嘿，那个我将爱的人, 我会永远等待.[鲜花]  北京·北京市朝阳区国家税务局  ???","人山人海藏着迟来的对白, 嘿，那个我将爱的人, 我会永远等待.     ",0
4212,人山人海的年会现场[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][太开心]  北京·国家会议中心  ???,人山人海的年会现场           ,0
779,人生常常有这样的时刻 让我们从别人的生死里 看见自己 于是 我们有机会 重新审视那些被忽视的 真正重要的东西  北京·宜家家居  ???,人生常常有这样的时刻 让我们从别人的生死里 看见自己 于是 我们有机会 重新审视那些被忽视的 真正重要的东西    ,0
4336,人生第二次经历黑暗，只不过少了歇斯底里，留下的就只是一阵麻木。  北京·良乡  ???,人生第二次经历黑暗，只不过少了歇斯底里，留下的就只是一阵麻木。    ,0
10161,人生第一次离家， 走得那么远那么久， 我其实是后悔的， 虽然这里有我向往的， 既来之则安之 [耶][耶][鲜花][鲜花][抱抱][抱抱][拳头][拳头][奥特曼][奥特曼]  北京·中国传媒大学本校区  ???,人生第一次离家， 走得那么远那么久， 我其实是后悔的， 虽然这里有我向往的， 既来之则安之               ,0
9073,人生第一次坐了25站的地铁，25站啊……等下我还要坐回去[二哈][二哈]  北京  ???,人生第一次坐了25站的地铁，25站啊……等下我还要坐回去    北京  ,0
8829,人生短短几十年，不要给自己留下了什么遗憾，想笑就笑，想哭就哭，该爱的时候就去爱，无谓压抑自己。早安[太阳]?  北京·丰台东大街  ???,人生短短几十年，不要给自己留下了什么遗憾，想笑就笑，想哭就哭，该爱的时候就去爱，无谓压抑自己。早安 ?    ,0
9119,人生贵在行动，迟疑不决时不妨先迈出小小一步。前进不必遗憾，若是美好，叫做精彩;若是糟糕，叫做经历！〈前进是种勇气，勇气是种力量〉  北京·中关村e世界  ???,人生贵在行动，迟疑不决时不妨先迈出小小一步。前进不必遗憾，若是美好，叫做精彩;若是糟糕，叫做经历！〈前进是种勇气，勇气是种力量〉    ,0
5103,人生过程中有很多条路 选择平庸或者不甘平凡  到最后致死还不是归于平淡  北京·南苑  ???,人生过程中有很多条路 选择平庸或者不甘平凡  到最后致死还不是归于平淡    ,0
5072,人生经历了才叫经历，谢谢你们给我上的这一课  北京·志强北园  ???,人生经历了才叫经历，谢谢你们给我上的这一课    ,0
9567,人生就是一场自己与自己的较量：我们要做的，无非就是让积极打败消极，让快乐打败忧郁，让勤奋打败懒惰，让坚强打败脆弱。  北京·慧聪网  ???,人生就是一场自己与自己的较量：我们要做的，无非就是让积极打败消极，让快乐打败忧郁，让勤奋打败懒惰，让坚强打败脆弱。    ,0
9734,人生就像饺子，无论是被拖下水，扔下水，还是自己跳下水，一生中不蹚一次浑水就不算成熟......岁月是皮，经历是馅，酸甜苦辣皆为滋味，毅力和信心正是饺子皮上的褶皱..…….人生中难免被狠狠捏一下，被开水烫一下、煮一下，被人咬一下，倘若没有经历，硬装成熟，总会有露馅的时候，所有的经历都是财富 ???? 全文,人生就像饺子，无论是被拖下水，扔下水，还是自己跳下水，一生中不蹚一次浑水就不算成熟......岁月是皮，经历是馅，酸甜苦辣皆为滋味，毅力和信心正是饺子皮上的褶皱..…….人生中难免被狠狠捏一下，被开水烫一下、煮一下，被人咬一下，倘若没有经历，硬装成熟，总会有露馅的时候，所有的经历都是财富 ? 全文,0
9728,人生可如蚁而美如神。  北京  ???,人生可如蚁而美如神。  北京  ,0
1102,人生嘛… 总会有一次奋不顾身， 就像琼瑶小说里“有那么一瞬间你甚至都怀疑自己，原来你的心里也有冲动。”  北京  ???,人生嘛… 总会有一次奋不顾身， 就像琼瑶小说里“有那么一瞬间你甚至都怀疑自己，原来你的心里也有冲动。”  北京  ,0
9980,人生没有草稿，写完今天的这张就不可能再有同样的另一张。记忆里，那些风景再也没有最初的美丽;许是，时光远了，味也淡了，连风景也改变了原有的芳香;许多事，不曾记着，但总能在心里时常想起，以至于，那风，那雨，那阳光，就会惹起很多很多的记忆。  北京·亦庄  ???,人生没有草稿，写完今天的这张就不可能再有同样的另一张。记忆里，那些风景再也没有最初的美丽;许是，时光远了，味也淡了，连风景也改变了原有的芳香;许多事，不曾记着，但总能在心里时常想起，以至于，那风，那雨，那阳光，就会惹起很多很多的记忆。    ,0
933,人生能有几回搏，趁年轻，该拼搏，加油。  北京·龙翔路小区  ???,人生能有几回搏，趁年轻，该拼搏，加油。    ,0
7269,人生若只如初见，何事秋风悲画扇！  北京·火星时代大厦  ???,人生若只如初见，何事秋风悲画扇！    ,0
8868,人生若只如初见……好难过，怎么办？努力让自己变得更好吧！  北京·中芯花园  ???,人生若只如初见……好难过，怎么办？努力让自己变得更好吧！    ,0
5458,人生是一趟单程车，走过的，错过的都不再回来。不要走得太匆忙，该感受的要充分感受，该珍惜的要好好珍惜。 不管什么时候，踏出去的步子一定要坚实而稳重，即使不踩下一个坑，起码留下一个脚印。人生活的是过程，过程的精彩才是真实的拥有。 ? ??? 保障过那么多次A380进出港，这次也趁机坐坐感受下 ???? 全文,人生是一趟单程车，走过的，错过的都不再回来。不要走得太匆忙，该感受的要充分感受，该珍惜的要好好珍惜。 不管什么时候，踏出去的步子一定要坚实而稳重，即使不踩下一个坑，起码留下一个脚印。人生活的是过程，过程的精彩才是真实的拥有。 ?  保障过那么多次A380进出港，这次也趁机坐坐感受下 ? 全文,0
4384,人生是一种不法抗拒的前进。生活，就是体谅和理解，把快乐装在心中，面对失败和挫折，请你选择坚强。[鲜花]  北京  ???,人生是一种不法抗拒的前进。生活，就是体谅和理解，把快乐装在心中，面对失败和挫折，请你选择坚强。   北京  ,0
4093,人生歪理，歪的很有道理！[赞]  北京·光辉里  ???,人生歪理，歪的很有道理！     ,0
156,人生向来都是现场直播，没有彩排，没有酝酿，努力做好自已，珍惜属于自已的一切，因为来日并不方长。莫名的有了这种感受，我们不知道下一秒到来的是什么  北京·万城华府玺园  ???,人生向来都是现场直播，没有彩排，没有酝酿，努力做好自已，珍惜属于自已的一切，因为来日并不方长。莫名的有了这种感受，我们不知道下一秒到来的是什么    ,0
9612,人生选择就像一场蜕变 变成什么模样 由你决定  北京·传媒大学  ???,人生选择就像一场蜕变 变成什么模样 由你决定    ,0
3477,人生一大课，人就是要当一坏人，人渣，一个自己最不想变成的人，一个曾经让自己唾弃的人才能在社会上生存。从今天起我要励志做一个这样的人[奋斗][奋斗][奋斗]  北京·金盏乡  ???,人生一大课，人就是要当一坏人，人渣，一个自己最不想变成的人，一个曾经让自己唾弃的人才能在社会上生存。从今天起我要励志做一个这样的人       ,0
6862,人生怎会如列车？ 列车有出发的时间和抵达的时间，哪站停靠、哪站经过早已不容更改，系统大数据也早已知道会有多少过客，会有多少人到终点； 而人生则完全不同，只有出发时间却不知道何时抵达，完全无法预知途经哪些驿站，更不知道会遇见哪些过客...... 唯一雷同的或许只有风景，窗外有风景，我们一 ???? 全文,人生怎会如列车？ 列车有出发的时间和抵达的时间，哪站停靠、哪站经过早已不容更改，系统大数据也早已知道会有多少过客，会有多少人到终点； 而人生则完全不同，只有出发时间却不知道何时抵达，完全无法预知途经哪些驿站，更不知道会遇见哪些过客...... 唯一雷同的或许只有风景，窗外有风景，我们一 ? 全文,0
5633,人生正路曲难行，抬足举目远观思。 步行需思错与对，心思权益且行之。  北京·后沙峪（商圈）  ???,人生正路曲难行，抬足举目远观思。 步行需思错与对，心思权益且行之。  （商圈）  ,0
8849,人生中总会遇到让你心烦意乱的事，既然你没办法改变它，就要去顺应它  北京·中关村软件园  ???,人生中总会遇到让你心烦意乱的事，既然你没办法改变它，就要去顺应它    ,0
2290,人生总会有很多第一次，比如现在…  北京·北京友谊医院  ???,人生总会有很多第一次，比如现在…    ,0
